,index,image url,Answer,Question
19,19,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/encord-mfa-02.png                                                                           ,"Your options for enabling Multi-Factor Authentication are 'Authenticator', which uses an app to create a changing log-in code, and 'SMS code', which sends a text code upon log-in. You can choose only one at a time, as shown in the dialog box.",What are my options for enabling Multi-Factor Authentication?
20,20,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/encord-mfa-totp.png                                                                         ,You can manually enter the code by typing the provided string shown under 'Manually enter the code below' in the input box of your authenticator app.,How do I manually enter the QR code information if I can't scan it?
21,21,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/encord-mfa-03.png                                                                           ,"After viewing this dialog, you need to scan the code using your authenticator app or manually type the string into it. Once you obtain the code from the authenticator app, type it into the dialog and click 'Enroll.' A success dialog should appear.",What do I do next to enroll my device for multi-factor authentication using an authenticator app?
22,22,https://storage.googleapis.com/docs-media.encord.com/static/img/admins/settings/mfa-sms.png                                                                          ,"To enroll a new device, enter a device name in the 'Create a device name' field, then input your phone number (with country code) in the 'Enter device phone number' field, and click 'Send verification code.'",How do I enroll a new device for multi-factor authentication?
23,23,https://storage.googleapis.com/docs-media.encord.com/static/img/admins/settings/annotate-settings-encord-labs.png                                                    ,"To enable the SAM 2 Video Tracking feature, go to the 'Encord Labs' section on your settings page. Find 'SAM 2 Video Tracking' and toggle the switch to the right to turn it on.",How do I enable the SAM 2 Video Tracking feature in Encord Labs?
24,24,https://storage.googleapis.com/docs-media.encord.com/annotate.png                                                                                                    ,"Encord Annotate is used to efficiently label visual data, manage large-scale annotation teams, and ensure high-quality data for machine learning applications through customizable workflows and quality control tools.",What is Encord Annotate primarily used for?
25,25,https://storage.googleapis.com/docs-media.encord.com/static/img/process-chart-ea.webp                                                                                ,"The key aspects of Data Quality in the screenshot include image quality metrics, data distribution, finding and fixing duplicates & outliers, data sampling and balancing, and more.",What are the key aspects of Data Quality highlighted in the Encord Annotate screenshot?
26,26,https://storage.googleapis.com/docs-media.encord.com/static/img/forgot-password.png                                                                                  ,Click on the 'Forgot password?' link located below the password field on the right side of the login screen.,What do I need to do if I forgot my password?
27,27,https://storage.googleapis.com/docs-media.encord.com/static/img/frogot-password-2.png                                                                                ,Enter your email in the text box labeled 'Your company email' under the heading 'Forgot password'.,Where do I enter my email to reset my password?
28,28,https://storage.googleapis.com/docs-media.encord.com/static/img/reset-password.png                                                                                   ,"To reset your password, you need to enter a new password in the 'Enter password' field, re-enter it in the 'Re-enter password' field, and then click the pink 'Submit' button.",What do I need to do on this page to reset my password?
29,29,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-win-10-001.png                                                                ,Click on the gear icon labeled 'Settings' above the search bar. This will open a window where you can find 'Control Panel' by typing it into the search box within 'Settings'.,How do I access the Control Panel from this screen?
30,30,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-win-10-002.png                                                                ,Click on the 'Network & Internet' option highlighted in blue to proceed with changing network adapter settings.,Where do I click to change network adapter settings?
31,31,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-win10-003-01.png                                                              ,"To access the Ethernet properties, right-click on 'Ethernet0' and select 'Properties' from the context menu.",How do I access the Ethernet properties from this screen?
32,32,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-win-10-004.png                                                                ,Click on the 'Properties' button next to 'Internet Protocol Version 4 (TCP/IPv4)' to access the window where you can change the DNS server addresses.,What should I do to change the DNS server addresses in this window?
33,33,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-win-11-001.png                                                                ,"To access the Settings in Windows 11, right-click on the Start button to open the context menu, then select 'Settings' from the list as indicated by the blue arrow in the screenshot.",How do I access the Settings in Windows 11 as shown in the screenshot?
34,34,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-win-11-002-01.png                                                             ,"To edit the DNS server settings, click on the 'Edit' button next to 'DNS server assignment' in the 'Ethernet' section.",How do I edit my DNS server settings?
35,35,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-win-11-003.png                                                                ,"To change the Preferred DNS server to Google's DNS, click on the 'Preferred DNS' field and enter '8.8.8.8' as shown in the screenshot. Ensure the IPv4 toggle is set to 'On'.",How can I change the Preferred DNS server to Google's DNS on this screen?
36,36,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos-001.png                                                                 ,"To access the system settings on your Mac, click the Apple logo in the top-left corner of the screen. In the dropdown menu, select 'System Settings' as highlighted in the screenshot.",How do I access the system settings on my Mac?
37,37,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos-002.png                                                                 ,"To check if your Ethernet connection is active, look at the 'Ethernet' option under 'Network' on the right side of the window. It shows 'Connected', indicating it's active.",How can I check if my Ethernet connection is active?
38,38,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos-003.png                                                                 ,"In the Network section, the Ethernet connection is highlighted and shows a green dot with the status 'Connected.'",How can I check the connection status of my Ethernet?
39,39,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos-004.png                                                                 ,"The Ethernet connection details show that IPv4 is configured using DHCP. The IP address is 192.168.128.152, Subnet mask is 255.255.255.0, Router is 192.168.128.2, DNS Servers are 192.168.128.2, and the Search Domain is 'localdomain'.",What information is provided under the Ethernet connection details?
40,40,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos-005.png                                                                 ,"To add a new DNS server address, click the '+' button located below the 'DNS Servers' section.",How can I add a new DNS server address?
41,41,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos-006.png                                                                 ,"The '+' button is used to add a new DNS server to the list. You can use it to enter a new IP address, such as 8.8.8.8, as instructed above.",What does the '+' button do in the DNS servers section?
42,42,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos-007.png                                                                 ,"After entering 8.8.8.8, click the 'OK' button at the bottom right corner to save the changes.",I've entered 8.8.8.8 as my DNS server. What do I click next to save this setting?
43,43,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos-008.png                                                                 ,"The current DNS servers listed are 8.8.8.8 and 8.8.4.4, with 8.8.4.4 highlighted.",What are the current DNS servers listed in the settings?
44,44,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos-009.png                                                                 ,"You should enter the IP address 8.8.4.4 in the DNS Servers section, as indicated in the text field.",What IP address should I enter in the DNS Servers section?
45,45,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos-010.png                                                                 ,"To change the DNS server, navigate to the 'DNS' tab, then modify the DNS server addresses listed. You can add or remove servers using the '+' and '-' buttons.",How can I change the DNS server on my Mac?
46,46,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos2-001.png                                                                ,"You can find the 'System Preferences' option by clicking the Apple logo in the top-left corner. It is the second option in the dropdown menu, as highlighted in the screenshot.",Where do I find the System Preferences option?
47,47,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos2-002.png                                                                ,"The Network settings can be found by clicking on the 'Network' icon, which is located in the third row, first column, and is highlighted in blue in the System Preferences window.",Where can I find the Network settings in this interface?
48,48,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos2-003.png                                                                ,"You can verify that your Ethernet connection is active by checking the left panel. It shows a green dot next to 'Ethernet', indicating it is connected.",How can I verify if my Ethernet connection is active?
49,49,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos2-004.png                                                                ,Your IP address is displayed on the right side under 'Status: Connected'. It is 192.168.128.129.,How can I check my IP address in this window?
50,50,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos2-005.png                                                                ,"To check the current DNS settings, click the 'DNS' tab, which is located next to the 'TCP/IP' tab at the top of the window.",How can I check the current DNS settings?
51,51,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos2-006.png                                                                ,Click the '+' button located under the 'DNS Servers' section on the left side to add a new DNS server address. You will then be able to type in the new address.,How do I add a new DNS server address?
52,52,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos2-007.png                                                                ,You should enter '8.8.8.8' in the DNS Servers field as indicated in the documentation above the screenshot.,What should I enter in the DNS Servers field?
53,53,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos2-008.png                                                                ,Click on the '+' button below the 'DNS Servers' list on the left side of the window.,What should I do if I need to add a new DNS server?
54,54,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos2-009.png                                                                ,"After typing 8.8.4.4 in the DNS Servers field, click the 'OK' button in the bottom right corner of the window to save the settings.",I just typed the DNS address 8.8.4.4. How can I confirm and save this setting?
55,55,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos2-010.png                                                                ,"The DNS servers currently set are 8.8.8.8 and 8.8.4.4, as shown in the DNS Servers section.",What are the DNS servers currently set in this configuration?
56,56,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-macos2-011.png                                                                ,"The Ethernet network is currently connected, and its IP address is 192.168.128.129, as shown under 'Status: Connected' in the screenshot.",What network is currently connected and what is its IP address?
57,57,https://storage.googleapis.com/docs-media.encord.com/static/img/FlowChart.png                                                                                        ,"Check if your file is larger than 1GB. If it is not, the file can be uploaded as indicated by the diagram where 'No' leads to 'The file can be uploaded!'",How do I determine if my file can be uploaded?
58,58,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-win-10-001.png                                                                ,Click on the gear icon located on the left side of the menu to open the Settings.,How can I access the settings on my computer from this screen?
59,59,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-win-10-002.png                                                                ,Click the 'Network & Internet' option highlighted in blue on the left side of the Windows Settings screen.,How do I access the Network and Sharing Center from this screen?
60,60,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-win-10-003.png                                                                ,"Right-click on 'Ethernet0' under the Network Connections window, and then select 'Properties' to change the settings.",How do I change the settings for the Ethernet0 connection displayed in the screenshot?
61,61,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-win-10-004.png                                                                ,"The network connection currently being configured is 'Intel(R) 82574L Gigabit Network Connection', as shown in the 'Connect using:' section of the Ethernet0 Properties window.",Which network connection is currently being configured in the Ethernet0 Properties window?
62,62,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-win-11-001.png                                                                ,"To access the DNS settings, first right-click the Start button and select 'Settings' from the menu, as shown in the screenshot.",How do I access the DNS settings on my Windows 11 device?
63,63,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-win-11-002.png                                                                ,"In the screenshot, click the 'Edit' button next to 'DNS server assignment' under Network & Internet > Ethernet settings.",How do I edit the DNS server assignment for my Ethernet connection?
64,64,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/faq/dns-issue-win-11-003.png                                                                ,"For the Preferred DNS, use 8.8.8.8, and for the Alternate DNS, use 8.8.4.4, as shown in the input fields under the IPv4 section.",What IP addresses should I use for the Preferred and Alternate DNS?
65,65,https://storage.googleapis.com/docs-media.encord.com/static/img/Apollo/create-instance-segmentation.png                                                              ,"You are setting up an 'Instance segmentation' model, as indicated in the 'Model type' dropdown.",What type of model am I setting up in this interface?
66,66,https://storage.googleapis.com/docs-media.encord.com/static/img/Apollo/automated-labeling.png                                                                        ,"To start automated labeling, click the 'Automated labeling' button located at the bottom left of the screen, highlighted in blue.",How can I start automated labeling on this project?
67,67,https://storage.googleapis.com/docs-media.encord.com/static/img/Apollo/using-instance-segmentation.png                                                               ,You can set the detection range by entering the start and end frames in the 'Detection range' fields. It's currently set from 0 to 696 frames.,How can I set the detection range for the car detection model?
68,68,https://storage.googleapis.com/docs-media.encord.com/static/img/workflow-webhook.png                                                                                 ,"To edit the webhook URL for the 'Annotate 1' stage, click the red edit pencil icon next to the existing URL 'https://webhook.site/' in the pop-up.",How do I edit the webhook URL for the 'Annotate 1' stage?
69,69,https://storage.googleapis.com/docs-media.encord.com/static/img/admins/settings/notifications/notifications-tab.png                                                  ,"To create a new notification, click the '+ Create notification' button, which is the red button located on the right side of the Notifications tab.",How can I create a new notification for my Manual QA Project?
70,70,https://storage.googleapis.com/docs-media.encord.com/static/img/admins/settings/notifications/notification-new-1.png                                                 ,"In the 'Webhook notifications' field, you should enter a notification title. This is labeled at the top of the input box and is required to keep your notifications organized.",What should I enter in the 'Webhook notifications' field?
71,71,https://storage.googleapis.com/docs-media.encord.com/static/img/admins/settings/notifications/notification-new-2.png                                                 ,"To attach a project, click the 'Attach' button next to the project you want to include. For example, next to 'Apples detection', click 'Attach'.",How can I attach a project to this notification?
72,72,https://storage.googleapis.com/docs-media.encord.com/static/img/admins/settings/notifications/notification-new-3.png                                                 ,"To add a new Slack channel, click on the 'Add Slack channel' button located on the right side of the 'Slack channels' section.",How can I add a new Slack channel to receive notifications?
73,73,https://storage.googleapis.com/docs-media.encord.com/static/img/admins/settings/notifications/slack-channel-add.png                                                  ,"You can select the workspace by clicking on the drop-down list in the top right corner, which currently displays 'Encord'.",Where do I select the workspace I'm in?
74,74,https://storage.googleapis.com/docs-media.encord.com/static/img/admins/settings/notifications/notification-new-4.png                                                 ,"To set up a notification triggered by task completion, select the checkbox next to 'Task completed' under 'Reactive events' on the 'Add triggers' screen.",How can I set up a notification to trigger when a task is completed?
75,75,https://storage.googleapis.com/docs-media.encord.com/static/img/public-key-screen.png                                                                                ,"To add a new public key, click on the red '+ New key' button located on the right side of the screen in the Public keys section.",How do I add a new public key in this interface?
76,76,https://storage.googleapis.com/docs-media.encord.com/static/img/add-key-button.png                                                                                   ,"To generate a new key, click the red ""+ New Key"" button on the right side of the Public Keys section.",How can I generate a new key in this interface?
77,77,https://storage.googleapis.com/docs-media.encord.com/static/img/register-public-key.png                                                                              ,You need to click the **Create** button to add your public key to Encord. The button is now available since both fields are populated.,I have entered a title and generated a key pair. What do I need to do next?
78,78,https://storage.googleapis.com/docs-media.encord.com/static/img/public-key-screen.png                                                                                ,"To add a new public key, click the '+ New key' button visible on the right side of the screen in the Public Keys section.",How can I add a new public key in the Encord application?
79,79,https://storage.googleapis.com/docs-media.encord.com/static/img/prepopulated-hanging-protocol-views.png                                                              ,"To select a different tile for annotation, click the 'Switch tiles' icon, which is represented by a set of two arrows forming a cycle. This icon is located in the toolbar directly above each tile.",How do I select a different tile for annotation?
80,81,https://storage.googleapis.com/docs-media.encord.com/static/img/default-layout-button.png                                                                            ,"To reset the Label Editor to the default layout, click the 'Reset layout to default' icon in the toolbar, which looks like a rotating arrow.",How do I reset the layout to the default in the Label Editor?
81,82,https://storage.googleapis.com/docs-media.encord.com/static/img/auto-layout-highlight.png                                                                            ,"The current layout option selected is 'Auto layout', as indicated by the checkmark next to the Auto layout toggle in the pop-up menu.",What is the current layout option selected in the Auto layout settings?
82,83,https://storage.googleapis.com/docs-media.encord.com/static/img/2x2mammo.png                                                                                         ,"To display only a single mammography file, you need to set the layout to 'Off'. This can be adjusted in the editor settings as referenced in the documentation above the screenshot.",How can I switch the view to only show a single mammography file in the editor?
83,84,https://storage.googleapis.com/docs-media.encord.com/static/img/4x1mammo.png                                                                                         ,"'R-CC' refers to the right breast craniocaudal view, and 'L-CC' refers to the left breast craniocaudal view. These labels indicate the orientation and side of the mammogram images displayed on the left side of the screen.",What does 'R-CC' and 'L-CC' mean in the labels above the images?
84,86,https://storage.googleapis.com/docs-media.encord.com/static/img/editor-set.png                                                                                       ,"The layout currently displayed shows two views side by side, consistent with the 4x1 layout where CC is on the left and MLO is on the right.",What mammography layout is currently displayed on the screen?
85,87,https://storage.googleapis.com/docs-media.encord.com/static/img/dicom-editor-settings.png                                                                            ,"You can change the mammography layout settings in the 'Editor settings' under 'DICOM'. The options are located under 'Mammography layout', where you can select 'Off', '2x2', or '4x1'.",Where can I change the mammography layout settings?
86,88,https://storage.googleapis.com/docs-media.encord.com/static/img/study-level-classifications.png                                                                      ,"To enable study level classifications, navigate to the 'Settings' tab of your project and turn on the 'Study level classifications' toggle in the 'DICOM' section. It should be switched to show a red color indicating it is active.",How do I enable study level classifications?
87,89,https://storage.googleapis.com/docs-media.encord.com/static/img/start-labeling.png                                                                                   ,"To start labeling the DICOM project, click on the 'Start labeling' button located in blue on the right side of the screen, within the 'Labels' tab.",How do I begin labeling the DICOM project?
89,91,https://storage.googleapis.com/docs-media.encord.com/static/img/editor-settings.png                                                                                  ,"To adjust the object tracking settings, click on 'Object tracking' in the Editor settings. This section provides options related to controlling object tracking.",How can I adjust the settings for object tracking?
91,93,https://storage.googleapis.com/docs-media.encord.com/static/img/label-display-settings.png                                                                           ,"To hide the object names, toggle the 'Display object names' switch to the off position. Currently, it is in the on position as indicated by the red switch.",How can I hide the object names in the Label Editor?
92,94,https://storage.googleapis.com/docs-media.encord.com/static/img/drawing-settings-new.png                                                                             ,"To adjust the size of vertices and keypoints, modify the 'Handle size' setting. It is currently set to 4px.",How can I adjust the size of vertices and keypoints in the drawing settings?
93,95,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/overview/reviewer-view.png                                                                  ,"To approve all pending labels in this frame, use the 'Approve all' button located within the 'Review 1 pending instance in frame' box on the right side of the screen (section J).",How can I approve all pending labels in this frame?
94,97,https://storage.googleapis.com/docs-media.encord.com/static/img/zoom-level-single-label-review.png                                                                   ,"To change the default zoom level for single label review, go to 'Editor settings' under 'General settings'. Adjust the 'Set the default zoom level for single label view' to your preferred percentage using the up and down arrows. It is currently set to 30%.",How can I change the default zoom level for the single label review?
95,98,https://storage.googleapis.com/docs-media.encord.com/static/img/edit-review.png                                                                                      ,"To start editing the labels, click the 'Edit labels' button located at the top of the screen, highlighted in blue.",How can I start editing the labels in the current review?
96,99,https://storage.googleapis.com/docs-media.encord.com/static/img/edit-labels-2.png                                                                                    ,"To save your changes, click the 'Save and return to review' button located at the top right of the interface. This button will save your edits and return you to the review mode.",How can I save my changes after editing the labels in this interface?
97,100,https://storage.googleapis.com/docs-media.encord.com/static/img/strict-review-label-editor.png                                                                       ,"To revert a rejected task to pending, click the red cross icon next to the instance in the 'Completed reviews' section labeled as 'Building (0)', located on the left side of the interface.",How can I revert a rejected task to pending in this interface?
98,101,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/dicom/dicom_ui.png                                                                          ,"To skip to the next DICOM file, use the navigation button labeled 'A' in the top left corner of the screen. It allows you to load the previous or next DICOM file.",How can I skip to the next DICOM file?
99,103,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/dicom/dicom-frameskip-interval.png                                                          ,"To change the frameskip interval, select one of the predefined values from the dropdown menu on the left side of the screen, which includes options like 1, 6, 12, and so on. Alternatively, you can enter a custom value in the 'New' input field and click the Plus icon to set it.",How can I change the frameskip interval for viewing the CT scan slices?
100,107,https://storage.googleapis.com/docs-media.encord.com/static/img/deeplink-dicom.png                                                                                   ,"To copy the URL of the current view, click on the 'Share' icon located in the top menu bar, which is visually represented by an arrow symbol.",How can I copy the URL of the current view in the application?
101,108,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/dicom/dicom_1.png                                                                           ,"The HV:1591 label indicates the Hounsfield Value of the pixel at the cursor's position, which is 1591. Hounsfield units are used for measuring radiodensity in CT scans.",What does the HV:1591 label on the image indicate?
102,111,https://storage.googleapis.com/docs-media.encord.com/static/img/voi-lut-function.png                                                                                 ,You can switch the VOI LUT Function from Linear to Sigmoid by clicking on the 'Sigmoid' button next to the 'Linear' button in the VOI LUT Function section. The current selection will be highlighted.,How can I switch the VOI LUT Function from Linear to Sigmoid?
103,112,https://storage.googleapis.com/docs-media.encord.com/static/img/mpr-views-switch.png                                                                                 ,"To switch the primary view to a different plane, click on the dropdown menu next to 'AXIAL PRIMARY' in the main annotation window. From the options provided, select either 'CORONAL' or 'SAGITTAL' to change the primary view.",How can I switch the primary view to a different plane in the MPR display?
104,113,https://storage.googleapis.com/docs-media.encord.com/static/img/mpr-labels.png                                                                                       ,"In the brush tool menu on the left, you can change the mode by clicking on '2D' or '3D'. The current selection is '3D'.",How can I change the mode of the brush tool in this view?
105,114,https://storage.googleapis.com/docs-media.encord.com/static/img/turn-off-mpr.png                                                                                     ,"To disable the MPR view, you need to turn off the 'Default to MPR layout' toggle found under 'Auto layout for DICOM editor' in the Editor settings.",How can I disable the MPR view in the Editor settings?
106,116,https://storage.googleapis.com/docs-media.encord.com/static/img/dicom-dropdown-navigation.png                                                                        ,"To switch to a different series, use the drop-down menu located in the top bar of the Label Editor. Currently, it shows 'P1 3e29' as the selected series. Click it to see a list of available series and select the one you want.",How do I switch to a different series in the Label Editor?
107,117,https://storage.googleapis.com/docs-media.encord.com/static/img/annotate/dicom/view-multiple-series.png                                                              ,"To add another series, click on the drop-down menu next to 'P1 33bf' in the top center of the screen. This will display a list of available series from the same Dataset, such as 'CMB-LCA-MSB-01499' and 'CMB-LCA-MSB-01459'. Choose the series you want to add for viewing.",How can I add another series to view along with the current one?
108,121,https://storage.googleapis.com/docs-media.encord.com/static/img/default-layout-button.png                                                                            ,"To set this layout as the default, click the tick icon next to the desired preset in the hanging protocols menu. This will mark it as your default layout.",How can I set this layout as the default for future studies?
109,122,https://storage.googleapis.com/docs-media.encord.com/static/img/auto-layout-highlight.png                                                                            ,"The grid icon in the toolbar opens the 'Quick view' panel, allowing you to select between different layout presets, such as the 'Auto layout'.",What is the function of the grid icon in the toolbar?
110,124,https://storage.googleapis.com/docs-media.encord.com/static/img/meatdata-sequence.png                                                                                ,"To expand the 'Item' under 'Per Frame Functional Group', click on the '+' icon next to 'Item'. This will reveal additional nested fields.",How can I expand the 'Item' under 'Per Frame Functional Group' to view more details?
111,125,https://storage.googleapis.com/docs-media.encord.com/static/img/dicom-metadata-private.png                                                                           ,"The 'SIEMENS CT EXAM IMAGE' entry under Tag 0029,0010 signifies a metadata field whose name is unknown. According to the documentation, this tag has the fourth character of the group value as an even number, which suggests that if the Content field was empty, it would genuinely be empty. However, it contains specific content related to a Siemens CT exam image.","What does the 'SIEMENS CT EXAM IMAGE' entry signify in the Tag 0029,0010?"
112,126,https://storage.googleapis.com/docs-media.encord.com/static/img/dicom-metadata-standard.png                                                                          ,"The Manufacturer Model Name is 'PHT-60CFO', and it can be found under the 'Manufacturer Model Name' field with the tag '0008,1090'.",What is the Manufacturer Model Name and where can I find it?
113,128,https://storage.googleapis.com/docs-media.encord.com/static/img/dicom-custom-overlay-1.png                                                                           ,"The image resolution is 256x224, as indicated in the top-left corner of the screenshot.",What is the resolution of the image displayed in the Label Editor?
114,129,https://storage.googleapis.com/docs-media.encord.com/static/img/custom-overlay-2.png                                                                                 ,"In the screenshot, you can upload the JSON file by clicking the 'Upload' button located under the 'Custom overlay layout' section in the DICOM area.",Where do I upload the JSON file for the custom overlay?
115,130,https://storage.googleapis.com/docs-media.encord.com/static/img/custom-overlay-3.png                                                                                 ,"To preview the custom overlay you uploaded, click on the 'Preview' button located next to the 'Upload' button in the section labeled 'Custom overlay layout.'",How can I preview the custom overlay I just uploaded?
116,131,https://storage.googleapis.com/docs-media.encord.com/static/img/prepopulated-hanging-protocol-views.png                                                              ,"To switch to annotating another tile, click the 'Switch tiles' icon, which is the leftmost icon highlighted in blue at the bottom of the screenshot.",How do I switch to annotating another tile?
